brand,model,year,fuel_type,transmission,km_driven,owner_type,city,mileage,engine_cc,condition_rating,original_price,listed_price,estimated_final_price,days_to_sell,bargain_percent,car_age,depreciation_amount,resale_value_percent,demand_score,brand_popularity_score,price_per_km,premium_car
Ford,Endeavour,2025,Petrol,Automatic,500,Second,Bangalore,20,1996,10,7026325,6675008,6141007,27,8,0,0,95,9.13,5,13350.02,1
Tata,Nexon,2023,Diesel,Manual,19845,First,Delhi,21,1497,10,1468674,1178904,1049224,37,11,2,287646,80.27,9.13,8,59.41,0
MG,ZS EV,2023,Petrol,Automatic,37110,First,Surat,21,0,7,3455668,2701295,2350126,34,13,2,713460,78.17,8.3,7,72.79,1
Volkswagen,Vento,2020,Petrol,Automatic,61247,First,Kolkata,16,1600,6,1177661,673504,599418,29,11,5,502486,57.19,7.33,7,11,0
Volkswagen,Taigun,2025,CNG,Automatic,2173,Second,Mumbai,29,1498,10,1498666,1423732,1238646,15,13,0,0,95,8.48,7,655.19,0
Honda,HR-V,2021,Petrol,Automatic,59725,First,Bangalore,20,1498,8,1445225,900519,756435,46,16,4,509361,62.31,9.78,9,15.08,0
Volkswagen,Virtus,2017,Diesel,Manual,115277,Second,Coimbatore,25,1498,4,1257520,343931,282023,43,18,8,882038,27.35,6.82,7,2.98,0
Skoda,Kushaq,2018,Petrol,Manual,94111,Third,Delhi,14,1498,5,1206368,456007,364805,46,20,7,723003,37.8,5.26,5,4.85,0
Nissan,Kicks,2021,CNG,Manual,67213,Fourth,Delhi,23,1461,5,1368187,980716,853222,45,13,4,393632,71.68,6.45,5,14.59,0
Mahindra,XUV400,2024,Diesel,Automatic,22145,Third,Nagpur,20,0,8,2044564,1809030,1664307,30,8,1,243048,88.48,7.17,7,81.69,0
MG,Astor,2014,CNG,Manual,157052,Second,Bangalore,20,1497,4,1034014,155102,127183,49,18,11,965419,15,4.14,7,0.99,0
Ford,Figo,2024,Diesel,Automatic,8942,Second,Nagpur,21,1196,10,1082305,941821,838220,40,11,1,145024,87.02,8.03,6,105.33,0
Honda,Jazz,2020,Petrol,Automatic,92229,Second,Lucknow,13,1201,8,1081370,624815,612318,51,2,5,486579,57.78,8.4,9,6.77,0
Skoda,Octavia,2022,Diesel,Automatic,246050,First,Chennai,21,1984,8,3589868,2449366,2057467,43,16,3,1083275,68.23,5.87,5,99.55,1
Volkswagen,Vento,2020,Petrol,Manual,85525,Third,Jaipur,18,1598,6,1190358,744449,684893,36,8,5,430421,62.54,6.59,7,8.7,0
Honda,City,2021,Diesel,Manual,89921,Second,Lucknow,17,1497,6,1439304,888770,870994,33,2,4,517404,61.75,6.21,7,9.88,0
Mahindra,Bolero,2024,Petrol,Automatic,9003,First,Jaipur,13,1492,10,1267615,1140599,1106381,34,3,1,164627,89.98,8.69,8,126.69,0
Mahindra,Scorpio,2024,Petrol,Automatic,26565,Third,Chennai,19,2184,8,2428313,2073050,1886475,47,9,1,317530,85.37,8.88,9,78.04,0
MG,Astor,2019,Petrol,Manual,70567,Second,Lucknow,19,1497,8,1456710,858439,729673,29,15,6,605374,58.93,5.8,6,12.16,0
Maruti,Ertiga,2020,Petrol,Automatic,84900,Second,Pune,21,1460,8,1144180,633074,588758,44,7,5,496765,55.33,6.97,9,7.46,0
Renault,Kwid,2015,Diesel,Automatic,101899,Second,Kolkata,28,799,4,415116,67373,60635,60,10,10,353224,16.23,4.71,7,0.66,0
Honda,HR-V,2023,Petrol,Manual,20662,First,Surat,17,1498,10,1640446,1381419,1257091,18,9,2,282479,84.21,8.9,7,66.86,0
Kia,Sonet,2022,Petrol,Manual,71361,Second,Surat,21,1195,9,1146949,763753,702652,16,8,3,354518,66.59,8.68,7,10.7,0
Volkswagen,Polo,2022,Petrol,Manual,48641,Third,Surat,22,999,7,919755,706003,550682,34,22,3,238777,76.76,6.74,6,14.51,0
Skoda,Octavia,2012,Petrol,Automatic,125663,Second,Chandigarh,16,1984,4,2149861,322479,287006,39,11,13,2021667,15,5.63,5,2.57,1
Kia,Carens,2024,Petrol,Manual,8559,Second,Kolkata,17,1497,10,1613798,1387059,1179000,14,15,1,211666,85.95,10,7,162.06,0
Mahindra,Bolero,2014,Petrol,Manual,127325,First,Bangalore,21,1493,4,921436,138215,127157,60,8,11,782747,15,4.92,9,1.09,0
Renault,Triber,2022,Petrol,Manual,58637,Third,Coimbatore,21,999,7,952781,642269,558774,54,13,3,309012,67.41,7.1,7,10.95,0
MG,Astor,2024,Diesel,Manual,31110,Fourth,Mumbai,22,1497,9,1582884,1391513,1154955,42,17,1,172823,87.91,8.73,8,44.73,0
Kia,EV6,2018,Petrol,Automatic,102012,Fourth,Bangalore,22,0,5,7450336,3409273,2761511,35,19,7,3894200,45.76,4.85,7,33.42,1
Nissan,Kicks,2022,CNG,Automatic,68324,Second,Pune,22,1461,8,1453018,1057506,898880,48,15,3,407085,72.78,8.14,5,15.48,0
Mahindra,XUV300,2023,Petrol,Manual,53043,Third,Chandigarh,19,1199,8,1284833,1045982,962303,33,8,2,220744,81.41,9.04,9,19.72,0
Nissan,Magnite,2025,Petrol,Automatic,2837,Second,Lucknow,15,997,10,1043839,991647,862732,18,13,0,0,95,8.84,5,349.54,0
Mahindra,XUV300,2016,Petrol,Manual,100312,First,Chennai,13,1199,6,861852,278722,270360,55,3,9,592184,32.34,7.98,9,2.78,0
Kia,Seltos,2024,Petrol,Manual,10240,First,Hyderabad,20,1495,9,1745785,1564048,1532767,25,2,1,184156,89.59,8.91,8,152.74,0
Volkswagen,Taigun,2014,Diesel,Automatic,151804,First,Bangalore,28,1498,5,1128032,169204,140439,45,17,11,1022551,15,5.22,6,1.11,0
Volkswagen,Taigun,2022,Petrol,Manual,46765,First,Kolkata,15,1498,7,1311945,866539,753888,41,13,3,414848,66.05,6.56,6,18.53,0
Maruti,Brezza,2023,Diesel,Automatic,25541,First,Ahmedabad,19,1462,10,1347691,1066023,1044702,38,2,2,281082,79.1,9.22,10,103.03,0
Maruti,Ciaz,2024,Diesel,Manual,17148,Second,Coimbatore,26,1462,10,1376727,1205599,988591,21,18,1,182326,87.57,10,10,70.31,0
Tata,Nexon,2018,Petrol,Manual,113681,First,Mumbai,22,1497,5,989801,378994,337304,52,11,7,601801,38.29,6.01,9,5.92,0
Renault,Triber,2018,Petrol,Automatic,72961,First,Pune,19,999,6,711102,243125,199362,53,18,7,454741,34.19,4.95,5,3.33,0
Renault,Kiger,2023,CNG,Manual,43489,Second,Mumbai,22,999,8,865826,701232,624096,41,11,2,190158,80.99,9.24,7,16.12,0
Toyota,Glanza,2023,Petrol,Manual,37863,Second,Bhopal,18,1197,7,1034070,779275,740311,29,5,2,233107,75.36,6.95,9,20.58,0
Honda,HR-V,2023,Diesel,Manual,14504,First,Kolkata,24,1498,9,1692128,1408696,1155130,43,18,2,320699,83.25,9.16,9,97.12,0
Honda,Jazz,2016,Petrol,Manual,148582,Third,Delhi,18,1199,3,796792,223659,196819,61,12,9,567683,28.07,5.49,7,1.51,0
MG,ZS EV,2024,Petrol,Manual,17088,First,Jaipur,21,0,9,3194904,2917905,2480219,34,15,1,361478,91.33,7.91,6,170.76,1
Volkswagen,Virtus,2022,Petrol,Manual,36295,Fourth,Chennai,20,1498,6,1581974,1170344,1053309,30,10,3,439390,73.98,6.93,7,32.25,0
Renault,Duster,2015,CNG,Manual,140251,First,Ahmedabad,21,1498,4,877826,149757,134781,46,10,10,712139,17.06,3.92,5,1.07,0
Honda,HR-V,2025,Diesel,Automatic,500,Third,Chennai,18,1498,8,2033215,1931554,1699767,43,12,0,0,95,9.08,9,3863.11,0
Mahindra,XUV700,2022,Diesel,Automatic,40774,Second,Mumbai,23,2184,8,2837869,2023684,1962973,21,3,3,898335,71.31,7.46,7,49.63,1
Renault,Triber,2024,Diesel,Automatic,16533,Third,Delhi,20,999,9,1045612,906650,825051,26,9,1,130684,86.71,10,7,54.84,0
Volkswagen,Taigun,2024,CNG,Manual,12402,Second,Mumbai,21,1498,9,1680732,1521902,1491463,27,2,1,208160,90.55,9.23,6,122.71,0
Maruti,Brezza,2019,Petrol,Manual,75942,First,Coimbatore,20,1462,7,1059836,600079,564074,25,6,6,447758,56.62,6.81,9,7.9,0
Mahindra,XUV300,2024,Diesel,Manual,13039,Second,Nagpur,25,1199,10,1397918,1263018,1086195,39,14,1,151859,90.35,7.72,7,96.86,0
Honda,Amaze,2024,CNG,Manual,15447,First,Delhi,27,1199,10,1108896,932692,904711,39,3,1,147284,84.11,10,9,60.38,0
Honda,Elevate,2023,Petrol,Manual,52045,Third,Bhopal,13,1200,8,1231074,1017236,915512,27,10,2,239044,82.63,8.83,9,19.55,0
Toyota,Glanza,2025,Petrol,Manual,500,First,Delhi,21,1197,9,996295,946480,889691,23,6,0,0,95,7.89,9,1892.96,0
Renault,Kwid,2023,Diesel,Automatic,26401,Third,Surat,22,799,7,554942,449225,345903,29,23,2,119792,80.95,6.84,7,17.02,0
Toyota,Innova,2017,Diesel,Manual,124364,First,Hyderabad,22,2393,4,2211230,622682,566640,55,9,8,1601777,28.16,5.97,9,5.01,0
Honda,HR-V,2024,Diesel,Automatic,24806,Third,Bangalore,24,1498,10,1866272,1591743,1400733,45,12,1,234538,85.29,9.97,9,64.17,0
Tata,Harrier,2014,Petrol,Automatic,105446,First,Surat,20,1956,4,1745793,394723,363145,41,8,11,1356352,22.61,5.32,9,3.74,0
Toyota,Fortuner,2024,Diesel,Automatic,15076,First,Pune,16,2755,10,5798855,4990494,4641159,19,7,1,781229,86.06,8.45,9,331.02,1
Honda,HR-V,2023,Diesel,Manual,19483,First,Bangalore,19,1498,10,1809106,1484552,1454860,14,2,2,328253,82.06,9.21,8,192.87,0
Honda,Elevate,2021,Petrol,Manual,54966,Second,Nagpur,18,1200,6,1066626,689147,627123,30,9,4,364128,64.61,8.37,9,12.54,0
Ford,Aspire,2021,Petrol,Manual,45058,First,Chennai,,1194,6,1056779,660169,547940,45,17,4,368107,62.47,5.17,5,14.65,0
Mahindra,XUV400,2022,Petrol,Manual,106867,Fourth,Chennai,23,0,7,2385317,1734602,1630525,45,6,3,664551,72.72,6.13,7,16.23,0
Hyundai,Creta,2024,Petrol,Manual,25188,Fourth,Bangalore,15,1493,8,1515003,1324112,1112254,18,16,1,177048,87.4,7.16,8,52.57,0
Toyota,Innova,2023,Petrol,Automatic,42420,Third,Nagpur,17,2393,6,2663340,2195124,1712196,50,22,2,510309,82.42,7.37,8,51.75,0
Volkswagen,Taigun,2024,Petrol,Manual,14590,Second,Kolkata,21,1498,10,1526077,1351341,1243233,20,8,1,202858,88.55,9.44,6,92.62,0
Tata,Punch,2019,Petrol,Automatic,113440,Third,Surat,14,1199,6,1049745,462517,425515,58,8,6,572670,44.06,5.95,8,4.08,0
Mahindra,XUV300,2018,Petrol,Automatic,90486,First,Surat,17,1199,7,945421,365783,358467,38,2,7,593953,38.69,8.04,8,4.04,0
Skoda,Kushaq,2021,Petrol,Automatic,55849,First,Surat,18,1498,8,1334198,988907,830681,21,16,4,364645,74.12,7.94,7,17.71,0
Kia,Carens,2020,Diesel,Automatic,98518,Third,Chandigarh,20,1497,7,1350842,811585,657383,49,19,5,567056,60.08,7.19,8,8.24,0
Skoda,Slavia,2023,Petrol,Automatic,14646,First,Jaipur,16,1498,8,1560236,1258018,1169956,41,7,2,331929,80.63,7.87,7,85.89,0
Honda,HR-V,2023,Petrol,Manual,31196,Fourth,Lucknow,21,1498,7,1663807,1326886,1220735,47,8,2,348853,79.75,6.9,8,42.53,0
Maruti,Dzire,2020,Petrol,Automatic,103500,Second,Chennai,20,1197,8,959272,514169,473035,48,8,5,416933,53.6,7.47,10,4.97,0
Nissan,Magnite,2021,Petrol,Manual,60989,Third,Delhi,17,999,5,866545,573479,504661,60,12,4,310446,66.18,7.16,6,9.4,0
Maruti,Brezza,2022,Diesel,Manual,32749,Second,Hyderabad,21,1462,8,1120380,756256,710880,42,6,3,351247,67.5,8.06,10,23.09,0
Maruti,Ertiga,2022,Petrol,Manual,50148,First,Surat,14,1462,7,1333308,934782,859999,35,8,3,403246,70.11,7.16,10,18.64,0
Nissan,Terrano,2024,Petrol,Automatic,22437,Third,Coimbatore,19,1461,8,1532757,1312193,1075998,45,18,1,178680,85.61,7.92,6,154.56,0
Toyota,Urban Cruiser,2022,Diesel,Manual,58297,Second,Jaipur,18,1462,8,1153588,755138,664521,25,12,3,378827,65.46,9.08,8,,0
Hyundai,Aura,2016,Diesel,Automatic,140248,Third,Mumbai,16,1197,3,725784,147479,132731,52,10,9,598592,20.32,6.51,8,1.05,0
Honda,HR-V,2024,Petrol,Manual,5195,First,Jaipur,17,1498,9,1870060,1662109,1362929,16,18,1,200469,88.88,8.13,7,319.94,0
Tata,Punch,2024,Diesel,Manual,5138,First,Hyderabad,21,1199,10,1030990,913147,867489,24,5,1,119226,88.57,10,9,177.72,0
Tata,Safari,2021,Petrol,Automatic,95823,Third,Hyderabad,17,1954,5,2311817,1465923,1202056,38,18,4,776672,63.41,7.51,9,,0
Maruti,Swift,2021,Petrol,Manual,66624,Fourth,Surat,16,1197,7,993195,724039,666115,24,8,4,287248,72.9,9.3,10,10.87,0
Mahindra,Thar,2021,CNG,Automatic,67194,Second,Coimbatore,21,2184,7,2156809,1445493,1286488,42,11,4,747906,67.02,7.12,7,21.51,0
Kia,EV6,2015,CNG,Automatic,150085,Third,Delhi,29,0,3,6731110,1443149,1370991,45,5,10,5410588,21.44,6.06,7,9.62,1
Renault,Duster,2021,Diesel,Manual,35412,First,Nagpur,18,1498,7,1239084,815936,685386,51,16,4,425362,65.85,5.79,5,23.04,0
Kia,Seltos,2021,Diesel,Manual,36383,First,Kolkata,22,1497,7,1296971,902691,740206,41,18,4,372460,69.6,8.53,8,24.81,0
Hyundai,Venue,2017,Petrol,Automatic,216226,Third,Chennai,18,1197,4,959765,316338,275214,67,13,8,664263,32.96,6.96,10,1.46,0
Maruti,WagonR,2020,Petrol,Automatic,139940,Third,Lucknow,17,1197,5,662536,410176,381463,32,7,5,235615,61.91,8.02,10,2.93,0
Toyota,Innova,2021,Diesel,Manual,93586,Third,Hyderabad,19,2393,5,2976512,2147553,1911322,61,11,4,867871,72.15,8.4,10,22.95,0
Honda,HR-V,2025,Petrol,Automatic,500,Third,Hyderabad,13,1498,10,1692334,1607717,1350482,27,16,0,0,95,8.63,9,3215.43,0
Volkswagen,Polo,2024,Petrol,Manual,31901,Third,Hyderabad,17,999,7,1054845,900837,810753,22,10,1,134740,85.4,8.44,7,28.24,0
Tata,Altroz,2023,Petrol,Automatic,41641,Second,Delhi,18,1199,10,954734,769229,715382,13,7,2,182749,80.57,8.19,9,18.47,0
Mahindra,XUV300,2025,Petrol,Manual,3919,Second,Kolkata,19,1199,9,1295205,1230444,1021268,36,17,0,0,95,8.64,7,313.97,0
Renault,Triber,2025,Petrol,Manual,500,First,Nagpur,21,999,9,951612,904031,840748,22,7,0,0,95,9.02,5,1808.06,0
Hyundai,Alcazar,2024,Petrol,Manual,13636,First,Bangalore,19,1999,9,2472885,2218919,1841702,15,17,1,263641,89.73,8.69,8,162.73,0
Volkswagen,Vento,2016,Petrol,Automatic,152240,First,Nagpur,15,1598,6,1101647,355170,316101,43,11,9,759111,32.24,4.7,5,2.33,0
Toyota,Innova,2023,CNG,Manual,29794,Second,Pune,27,2393,8,2686722,2120092,1844480,30,13,2,554116,78.91,9.56,8,71.16,0
Maruti,Ciaz,2024,Petrol,Automatic,10778,Second,Hyderabad,22,1462,9,1448769,1265354,1202086,18,5,1,163231,87.34,7.79,9,117.4,0
Renault,Triber,2023,Petrol,Automatic,27851,Second,Coimbatore,15,999,9,1087429,873749,856274,18,2,2,205852,80.35,7.51,5,31.37,0
Tata,Harrier,2024,Petrol,Manual,16321,Second,Jaipur,21,1956,9,2613400,2309200,1985912,25,14,1,311099,88.36,9.61,8,141.49,0
Honda,HR-V,2023,Petrol,Manual,15483,First,Pune,22,1498,8,1642420,1319848,1135069,34,14,2,281110,80.36,7.41,9,85.24,0
Ford,EcoSport,2014,Diesel,Manual,176149,First,Chennai,18,1497,5,954982,143247,124624,64,13,11,813602,15,6.06,5,0.81,0
Honda,HR-V,2022,Petrol,Manual,36997,First,Bangalore,,1498,8,1837840,1250282,1212773,44,3,3,587687,68.03,7.2,7,33.79,0
Honda,HR-V,2016,Petrol,Automatic,106788,First,Bhopal,24,1498,6,1330619,302981,296921,48,2,9,995763,22.77,7.66,9,2.84,0
Tata,Safari,2024,Petrol,Automatic,18681,Third,surat,16,1956,8,2656475,2408891,2023468,43,16,1,322953,90.68,7.64,9,128.95,0
MG,Astor,2010,Petrol,Manual,178923,First,Delhi,13,1497,1,822115,123317,106052,71,14,15,918219,15,3.02,7,0.69,0
Hyundai,i20,2019,Petrol,Automatic,90938,Third,Bangalore,15,1197,6,937068,470689,428326,61,9,6,469566,50.23,7.81,8,5.18,0
Toyota,Glanza,2016,Diesel,Manual,86513,First,Chandigarh,19,1197,4,815679,159138,140041,51,12,9,643555,19.51,5.3,9,1.84,0
Volkswagen,Polo,2024,Diesel,Manual,16793,First,Jaipur,20,999,9,1177534,1025278,1004772,42,2,1,153268,87.07,8.15,7,61.05,0
Honda,HR-V,2017,Diesel,Manual,99519,Second,Mumbai,23,1498,4,1441858,495854,436351,43,12,8,965605,34.39,5.53,8,4.98,0
Mahindra,Bolero,2021,Petrol,Manual,63327,Second,Chandigarh,19,1493,10,1261522,767762,721696,18,6,4,463757,60.86,10,9,12.12,0
Renault,Duster,2024,Diesel,Manual,17674,Second,Chennai,28,1498,10,1374534,1162855,965169,36,17,1,180412,84.6,8.79,5,65.79,0
Volkswagen,Polo,2023,Diesel,Manual,56968,Third,Lucknow,23,999,8,1060188,814648,700597,39,14,2,221978,76.84,7.5,5,14.3,0
Maruti,Alto,2022,CNG,Automatic,46144,Second,Kolkata,24,796,7,546549,393515,354163,49,10,3,163753,72,7.67,10,8.53,0
Volkswagen,Taigun,2019,Petrol,Automatic,80536,First,Hyderabad,18,1498,5,1327287,743147,661400,59,11,6,593082,55.99,4.65,5,9.23,0
MG,Hector,2024,Diesel,Automatic,8680,First,Mumbai,26,1956,10,2341324,2070198,1738966,21,16,1,265398,88.42,7.63,6,238.5,0
Honda,WR-V,2022,Diesel,Automatic,62494,Third,Chandigarh,28,1199,7,1365618,1020116,816092,35,20,3,365894,74.7,7.14,8,16.32,0
Renault,Triber,2023,CNG,Automatic,31931,First,Mumbai,26,999,9,1039233,807587,791435,18,2,2,227052,77.71,9.27,5,25.29,0
Skoda,Octavia,2016,Petrol,Automatic,176979,Second,Bhopal,20,1984,5,2494852,513939,467684,48,9,9,2009681,20.6,6.17,7,2.9,1
Ford,Aspire,2020,Petrol,Automatic,61639,First,Delhi,18,1194,8,959686,612471,526725,39,14,5,349178,63.82,5.71,4,9.94,0
Nissan,Magnite,2024,Petrol,Automatic,19066,Second,Coimbatore,19,999,9,1175086,1023969,849894,21,17,1,158558,87.14,9.35,5,53.71,0
Mahindra,Bolero,2015,Petrol,Manual,110176,Second,Bhopal,20,1493,5,1086125,219940,182550,60,17,10,852473,20.25,5.13,8,2,0
Ford,Endeavour,2022,CNG,Automatic,39041,Third,Jaipur,23,1996,6,6135307,4591663,4270246,48,7,3,1565899,74.84,5.2,5,117.61,1
Renault,Kwid,2025,Petrol,Manual,500,First,Mumbai,20,799,10,703137,667980,587822,34,12,0,0,95,9.85,6,1335.96,0
Kia,Sonet,2018,Petrol,Manual,145656,Second,Chennai,19,1197,6,889780,322990,300380,29,7,7,549564,36.3,6.44,6,2.22,0
Nissan,Magnite,2025,Diesel,Manual,500,Third,Delhi,17,999,8,1015650,964867,858731,43,11,0,0,95,6.54,6,1929.73,0
Maruti,Brezza,2020,Diesel,Manual,109290,Second,Bhopal,20,1462,8,1063749,712924,641631,39,10,5,373265,67.02,9.13,10,6.52,0
Ford,Aspire,2025,Petrol,Automatic,2007,First,Ahmedabad,19,1194,10,1119560,1063582,904044,21,15,0,0,95,9.58,5,529.94,0
Maruti,Brezza,2024,Petrol,Automatic,16345,First,Bangalore,13,1462,10,1228418,1100416,1034391,31,6,1,129125,89.58,8.87,9,67.32,0
Mahindra,XUV400,2017,Diesel,Automatic,115585,First,Surat,16,0,5,1692909,643644,605025,57,6,8,1078887,38.02,6.27,9,,0
Skoda,Slavia,2015,CNG,Manual,173398,First,Coimbatore,23,1498,5,1215977,182396,173276,38,5,10,1070935,15,5.53,5,1.05,0
Maruti,Dzire,2025,Petrol,Manual,2258,Third,Nagpur,15,1197,10,1092704,1038068,851215,32,18,0,0,95,10,9,459.73,0
Skoda,Kushaq,2025,Petrol,Manual,360,Second,Chennai,21,1498,10,1476721,1402884,1220509,24,13,0,0,95,8.87,6,3896.9,0
Kia,Sonet,2022,Diesel,Automatic,51052,First,Surat,18,1197,7,1260268,905124,868919,50,4,3,380796,71.82,6.4,8,30.25,0
Mahindra,XUV400,2017,Diesel,Manual,157330,Third,Chennai,24,0,5,1810373,524102,435004,40,17,8,1312374,28.95,6.9,8,3.33,0
Renault,Kwid,2013,CNG,Manual,107835,First,Lucknow,22,799,3,395451,59317,52792,46,11,12,382604,15,3.79,5,0.55,0
Honda,Jazz,2024,Petrol,Automatic,6493,First,Lucknow,19,1199,10,1383794,1190339,1023691,24,14,1,163672,86.02,10,7,183.33,0
Mahindra,XUV400,2024,Diesel,Manual,13819,Second,Ahmedabad,22,0,10,2314851,1993781,1754527,41,12,1,285723,86.13,9.39,9,144.28,0
Toyota,Fortuner,2012,Diesel,Manual,139845,First,Kolkata,19,2755,3,3154161,473124,454199,51,4,13,3065093,15,3.91,8,3.38,1
Toyota,Glanza,2023,CNG,Manual,22229,First,Bhopal,,1197,10,1005868,786186,754738,15,4,2,231222,78.16,10,8,35.37,0
Tata,Altroz,2024,Diesel,Automatic,25806,Second,Kolkata,24,1199,10,1001617,876414,718659,35,18,1,128673,87.5,10,9,33.96,0
Maruti,Brezza,2022,Petrol,Manual,43237,Third,Mumbai,13,1462,7,1287300,857727,669027,40,22,3,399736,66.63,7.5,10,19.84,0
Volkswagen,Taigun,2024,Petrol,Automatic,18156,Third,Kolkata,20,1498,8,1390726,1203256,1070897,48,11,1,161938,86.52,8.58,5,66.27,0
Skoda,Octavia,2024,CNG,Automatic,20573,Third,Pune,27,1984,8,3947448,3478096,2852038,27,18,1,468098,88.11,7.24,7,169.06,1
Mahindra,XUV400,2023,Petrol,Manual,30990,Second,Bangalore,14,0,8,2444852,1900383,1767356,24,7,2,517885,77.73,8.82,8,61.32,0
Tata,Tigor,2022,Diesel,Manual,79519,Fourth,Mumbai,16,1199,7,945836,689987,579589,34,16,3,274638,72.95,6.95,8,8.68,0
Kia,Seltos,2025,CNG,Manual,500,Second,Pune,23,1497,9,1399792,1329802,1263311,30,5,0,0,95,8.45,8,,0
Skoda,Kushaq,2019,Petrol,Manual,86043,Second,Chennai,13,1498,5,1371562,595120,583217,45,2,6,749982,43.39,5.84,7,6.92,0
Kia,EV6,2023,Diesel,Automatic,41444,Second,Ahmedabad,21,0,7,8944956,6818739,5591365,38,18,2,1981390,76.23,6.37,7,164.53,1
MG,Astor,2015,Petrol,Automatic,121925,First,Chennai,18,1497,4,1189855,227024,217943,56,4,10,965585,19.08,6.36,7,1.86,0
Mahindra,XUV300,2018,Petrol,Automatic,112087,First,Lucknow,16,1199,5,1078384,480635,413346,34,14,7,580242,44.57,7.47,9,4.29,0
Tata,Punch,2024,Petrol,Manual,31444,Fourth,Coimbatore,16,1199,7,1102203,955279,802434,17,16,1,150517,86.67,8.76,9,30.38,0
Toyota,Fortuner,2015,Petrol,Automatic,170329,First,Chennai,19,2755,3,3362721,504408,428746,36,15,10,3046986,15,5.07,10,2.96,1
Honda,City,2022,CNG,Manual,26373,First,Hyderabad,29,1497,10,1342399,958204,852801,22,11,3,385291,71.38,7.24,7,36.33,0
Hyundai,Grand i10,2021,Diesel,Manual,90024,Second,Kolkata,19,1197,7,897410,633750,519675,37,18,4,273448,70.62,8.6,8,7.04,0
Hyundai,Verna,2023,Petrol,Automatic,30090,Third,Chennai,17,1497,6,1544951,1320160,1069329,45,19,2,268763,85.45,7.19,10,74.13,0
Nissan,Terrano,2023,Petrol,Manual,31829,First,Hyderabad,18,1461,8,1205277,923121,766190,41,17,2,251326,76.59,7.87,4,29,0
Renault,Duster,2020,Petrol,Automatic,66996,First,Hyderabad,17,1498,7,1287367,816576,669592,31,18,5,490186,63.43,,5,12.19,0
Skoda,Kodiaq,2022,Petrol,Automatic,35576,Second,Delhi,17,1984,8,5276743,3749653,3337191,21,11,3,1512646,71.06,6.11,5,105.4,1
Maruti,Ciaz,2024,CNG,Manual,22209,Third,Chandigarh,24,1462,8,1267101,1074121,902261,33,16,1,164753,84.77,9.6,9,48.36,0
Renault,Kiger,2012,CNG,Automatic,188507,Second,Mumbai,23,999,6,515092,77263,71081,52,8,13,463724,15,4.27,7,0.41,0
Mahindra,XUV700,2023,Diesel,Automatic,31938,First,Surat,28,2184,7,2581104,1991321,1772275,36,11,2,562107,77.15,7.8,9,62.35,1
Maruti,Brezza,2012,Diesel,Automatic,186959,First,Mumbai,20,1462,4,790663,118599,106739,70,10,13,861813,15,5.67,9,0.63,0
Hyundai,i20,2019,Petrol,Manual,122677,Fourth,Kolkata,18,1197,4,945774,492275,452893,41,8,6,449604,52.05,6.27,10,4.01,0
Kia,EV6,2022,CNG,Automatic,42118,First,Bangalore,24,0,7,7449969,5166553,4339904,32,16,3,2499068,69.35,6.46,6,191.23,1
Honda,City,2024,Petrol,Manual,22493,Second,Bhopal,13,1497,9,1652723,1496044,1451162,21,3,1,171387,90.52,8.86,7,66.51,0
Skoda,Kushaq,2023,CNG,Automatic,36896,Second,Bangalore,21,1498,7,1381895,1045818,868028,35,17,2,303317,75.68,5.97,6,28.35,0
Tata,Tiago,2022,Petrol,Automatic,33229,First,Mumbai,20,1199,9,846552,566343,532362,25,6,3,267306,66.9,8.57,9,17.04,0
Renault,Triber,2025,CNG,Manual,4376,Third,Hyderabad,24,999,9,934027,887325,745353,28,16,0,0,95,9.53,5,202.77,0
Mahindra,Scorpio,2025,Petrol,Automatic,5777,First,Coimbatore,22,2184,10,2059732,1956745,1702368,40,13,0,0,95,9.19,9,338.71,0
Mahindra,Bolero,2020,Diesel,Manual,88270,First,Nagpur,19,1493,9,1126968,613634,564543,48,8,5,506877,54.45,9.24,7,6.95,0
Kia,EV6,2023,Petrol,Automatic,22886,First,Pune,16,0,9,9381702,7138537,6924380,33,3,2,2050087,76.09,8.98,7,311.92,1
MG,Hector,2023,CNG,Automatic,25715,First,Pune,23,1956,10,2030521,1699546,1512595,23,11,2,349067,83.7,9.84,8,66.09,0
Hyundai,Creta,2020,Petrol,Automatic,94653,Second,Nagpur,15,1492,8,1411550,905368,778616,41,14,5,547444,64.14,7.96,10,25.26,0
Tata,Tigor,2014,Petrol,Automatic,97498,First,Bhopal,21,1199,3,533872,80080,72872,48,9,11,498234,15,5.02,9,0.82,0
Kia,Seltos,2022,Petrol,Manual,41465,First,Hyderabad,15,1497,7,1533470,1085390,976851,38,10,3,429785,70.78,8.07,6,26.18,0
Mahindra,XUV400,2021,Diesel,Automatic,54496,First,Kolkata,26,0,8,2256539,1449600,1319136,39,9,4,786228,64.24,7.86,7,26.6,0
Mahindra,XUV300,2023,Diesel,Automatic,35342,Third,Kolkata,27,1199,8,1147526,938332,900798,50,4,2,218537,81.77,8.88,9,26.55,0
Mahindra,XUV400,2024,Diesel,Automatic,16397,Fourth,Pune,27,0,8,2516004,2235972,1900576,42,15,1,329274,88.87,8.23,7,136.36,0
Volkswagen,Taigun,2022,Petrol,Automatic,43285,Third,Coimbatore,21,1498,8,1582437,1203126,962500,25,20,3,426290,76.03,7.93,5,27.8,0
